weighted_rating,rate_user_num,latitude,longitude,review_count,price_level,HasTV,Caters,OutdoorSeating,WheelchairAccessible,BusinessParking,RestaurantsDelivery,GoodForKids,BikeParking,WiFi,Alcohol,RestaurantsTakeOut,BusinessAcceptsCreditCards,open_days,open_hours,num_rating,drink,food,inside,menu,outside,total,avg_review_useful,avg_review_funny,avg_review_cool,avg_stars,avg_review_count,avg_useful,avg_funny,avg_cool,avg_fans,avg_compliment_hot,avg_compliment_more,avg_compliment_profile,avg_compliment_cute,avg_compliment_list,avg_compliment_note,avg_compliment_plain,avg_compliment_cool,avg_compliment_funny,avg_compliment_writer,avg_compliment_photos,avg_total_compliment,PAYANN,PCHDAPR,PCHADVT,DENSITY_2021,POP_2021,Total:_Estimate_max,"    Less than $20,000_Estimate_max","    $20,000 to $39,999_Estimate_max","    $40,000 to $59,999_Estimate_max","    $60,000 to $99,999_Estimate_max","    $100,000 to $149,999_Estimate_max","    $150,000 to $199,999_Estimate_max","    $200,000 or more_Estimate_max",Total:_Estimate_min,"    Less than $20,000_Estimate_min","    $20,000 to $39,999_Estimate_min","    $40,000 to $59,999_Estimate_min","    $60,000 to $99,999_Estimate_min","    $100,000 to $149,999_Estimate_min","    $150,000 to $199,999_Estimate_min","    $200,000 or more_Estimate_min",less_100m,less_500m,less_1km,less_5km,less_10km,less_50km,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18,class_19,class_20,class_21,class_22,class_23,class_24,class_25,class_26,class_27,class_28,class_29,class_30,class_31,class_32,class_33,class_34,class_35,class_36,class_37,class_38,class_39,class_40,class_41,class_42,class_43,class_44,class_45,class_46,class_47,class_48,class_49,class_50,class_51,class_52,class_53,class_54,class_55,class_56,class_57,class_58,class_59,class_60,class_61,class_62,class_63,class_64,class_65,class_66,class_67,class_68,class_69,class_70,class_71,class_72,class_73,class_74,class_75,class_76,class_77,class_78,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
4.326426077,268,36.1529476,-86.7907823,263,2,0,1,2,1,1,1,1,0,0,0,1,1,7,87.5,591,2,7,22,0,1,32,0.611940299,0.167910448,0.328358209,3.997350746,101.5746269,261.5634328,89.11567164,179.0373134,14.92164179,9.003731343,1.555970149,0.555970149,0.324626866,0.171641791,11.25,53.36567164,18.43656716,18.43656716,5.791044776,7.876865672,126.7686567,169757,385,573,169.1679021,6975218,2725384,446805,523626,472527,642875,380161,151969,164149,2679596,418689,497034,452467,613879,358601,137773,144425,0,6,25,179,254,493,2,3,1,3,2,0,0,2,2,3,1,3,0,3,1,0,0,0,3,1,0,2,2,1,0,2,3,3,1,0,3,2,3,0,3,0,1,1,3,0,3,3,3,1,2,3,0,1,2,2,3,0,1,0,2,3,3,1,2,3,0,0,0,0,1,2,2,0,2,3,3,3,2,0,0,1,0,3,3,0.4221,-0.5377,0.9038,-0.3676,-0.6269,0.6246,-0.7902,0.9153,-0.0049,0.6847,-0.0755,-0.2935,0.5866,0.5195,-0.2551,-0.6573,0.5246,0.0855,0.904,-0.0752,0.562,0.4655,0.3719,-0.1237,-0.8242,-0.9867,-0.1646,0.4439,0.4157,0.7479,0.5956,-0.5243,-0.1119,0.5611,-0.7186,0.0537,0.8795,-0.3972,-0.6451,0.0742,0.9146,0.1961,0.8017,0.485,-0.0364,-0.9392,-0.5396,-0.1001,0.1747,0.8393,-0.6324,-0.2844,0.665,0.4469,-0.3243,-0.6441,0.4929,0.6001,-0.8455,-0.3717,-0.7029,0.0663,0.5791,0.1161,0.9453,-0.3652,0.2999,-0.9594,-0.3747,-0.9539,0.3942,-0.5172,-0.6199,-0.0568,-0.2652,-0.9131,0.7337,-0.3438,-0.9046,-0.1776,-0.727,0.3667,0.4357,0.5175,0.5054,0.1943,-0.7218,0.7985,-0.9245,-0.1856,0.1596,0.601,0.1277,-0.0591,0.2919,-0.69,0.8146,-0.3314,-0.1879,-0.566
4.395710456,142,39.9744402,-75.132947,138,1,1,0,1,0,1,1,1,1,0,0,1,1,7,42,231,0,0,0,0,0,0,0.795774648,0.218309859,0.253521127,3.951338028,105,221.8450704,79.40140845,119.7957746,7.647887324,6.014084507,0.788732394,0.394366197,0.281690141,0.422535211,5.838028169,8.704225352,9.542253521,9.542253521,4.507042254,1.507042254,47.54225352,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,8,29,525,872,2154,0,0,2,0,0,0,0,1,3,2,0,3,0,2,1,1,2,1,2,0,0,0,2,0,2,1,3,2,1,3,2,2,0,2,0,1,2,3,1,2,3,1,3,2,0,3,0,1,3,0,1,0,0,0,1,1,2,3,3,3,3,1,2,1,2,0,2,3,1,2,1,1,2,3,2,0,0,3,2,-0.6896,0.1523,0.5316,-0.4329,-0.4761,0.4645,-0.0584,0.0954,0.8201,0.985,-0.9649,0.4589,-0.3543,0.7773,-0.4063,0.7535,-0.7873,-0.2996,0.7573,0.1568,0.9798,-0.3828,0.2599,0.0299,0.5301,0.1842,-0.5584,0.5064,0.4691,0.7834,0.4756,-0.9019,-0.1396,-0.3203,0.398,0.9033,-0.7664,0.4261,-0.5284,0.7362,0.0914,-0.8849,0.3193,0.6263,0.7473,-0.4816,-0.7209,0.7036,-0.4304,-0.37,0.4973,0.2185,0.0186,0.33,0.1796,-0.9298,0.8842,0.9632,0.0327,-0.2133,0.2954,-0.6768,0.6426,-0.3778,0.6942,-0.2338,-0.825,-0.473,0.1178,-0.6308,0.6407,-0.7592,-0.5227,0.8964,0.3394,0.1728,-0.3287,-0.9997,0.7757,-0.64,-0.2457,-0.231,-0.6647,0.6504,-0.8619,-0.7668,0.1819,-0.6386,-0.0739,0.3424,0.3429,0.5038,-0.8939,0.5179,-0.817,0.5675,-0.7401,-0.6712,-0.9334,-0.6255
3.469627507,24,39.75027816,-86.2262781,24,1,1,2,1,0,1,1,1,2,0,0,1,1,7,-7,1721,0,0,0,0,0,0,0.916666667,0.25,0.333333333,3.011666667,172.8333333,951.9166667,295.0416667,641.7083333,92.875,34.25,5.5,1.708333333,1,0.958333333,73.66666667,293.8333333,75.625,75.625,22.66666667,26.625,611.4583333,352862,700,627,189.973578,6805985,2665156,381548,494460,460615,654637,432464,146226,152000,2619020,354500,469972,439335,626433,407376,132766,131844,0,1,1,11,154,466,2,3,3,2,1,0,3,2,2,2,0,0,2,1,2,1,1,0,3,3,0,1,3,3,1,3,0,2,1,1,1,1,3,3,3,2,2,3,0,0,3,2,3,3,0,0,3,0,2,1,0,0,3,3,3,3,2,2,1,2,0,1,0,2,2,0,3,3,2,2,2,0,2,1,0,0,2,2,0,0.8978,0.3827,0.5963,-0.699,-0.5169,-0.3678,0.9499,-0.8992,0.7946,0.7667,-0.4571,0.3675,0.1088,-0.2595,-0.7283,-0.9097,-0.4878,-0.6464,-0.6203,-0.6885,-0.619,-0.7026,0.2626,-0.9504,-0.6479,0.3002,0.9133,-0.0132,0.6398,0.2396,0.0171,-0.1712,-0.5035,0.7419,-0.9206,-0.5699,-0.2491,-0.0047,0.1649,0.3787,-0.5117,-0.9448,-0.5342,-0.3537,0.0841,0.9359,-0.8746,-0.6523,0.7543,-0.9464,0.15,0.3077,-0.626,-0.0207,0.954,-0.009,0.1438,0.4942,-0.511,0.5806,-0.5773,0.7222,-0.8195,-0.7458,-0.0584,0.5951,-0.7402,0.9288,-0.7633,-0.4907,0.2473,0.8495,-0.5051,0.8655,-0.4478,-0.7549,0.5966,0.1275,-0.4529,0.5869,-0.8787,-0.3343,-0.1381,-0.0603,0.9405,0.3093,0.5262,-0.2605,-0.1121,-0.8603,0.8623,0.1589,0.3268,-0.8404,0.2824,-0.2135,-0.3554,-0.3869,-0.2352,0.97
2.485493406,183,29.953576,-90.069183,176,1,0,0,0,0,0,1,0,1,0,0,1,1,7,121,2016,0,0,0,0,0,0,1.398907104,0.666666667,0.31147541,2.973442623,123.4098361,393.1693989,167.7103825,255.557377,9.93442623,20.21857923,4.196721311,4.229508197,0.721311475,0.846994536,18.66120219,57.72677596,61.81420765,61.81420765,15.21311475,16.74863388,262.1912568,2627081,11173,13470,107.0103595,4624047,1782503,371106,358349,280570,362797,245540,108792,102813,1743235,342506,338513,263074,342361,225728,96312,87277,2,40,92,272,377,471,1,2,0,2,3,3,1,0,2,1,2,1,2,0,3,3,1,0,3,2,0,3,0,3,2,0,3,2,1,0,3,0,3,2,3,0,1,3,3,3,2,1,3,1,2,0,2,1,2,0,3,0,1,0,2,0,2,1,3,0,1,0,1,1,3,2,2,3,1,2,3,2,0,3,3,1,2,2,2,0.3244,0.2364,-0.3061,-0.6452,0.8847,0.26,0.3923,0.2637,0.6544,-0.6729,-0.1755,0.3062,-0.8056,-0.639,0.969,-0.5615,-0.9609,-0.1048,0.5438,0.029,-0.5222,-0.0007,-0.1451,-0.1346,-0.1044,0.0867,0.8036,-0.772,0.0518,0.8274,-0.5231,0.242,0.325,-0.6565,0.5963,0.7215,0.8798,-0.6022,-0.8554,-0.0812,-0.0197,0.0878,0.1966,0.1804,-0.7944,-0.0587,-0.7922,0.5839,-0.6371,0.6952,0.2785,0.8021,0.6386,0.7651,0.6287,0.3366,0.1821,0.6621,0.5546,0.4868,0.0347,-0.2426,-0.0305,0.3974,0.9752,0.1664,0.4566,-0.7925,-0.7752,-0.6604,0.0653,-0.121,0.1994,-0.0983,0.4942,0.4126,-0.9892,-0.6319,-0.9167,-0.5317,0.8326,-0.1453,0.0355,0.7562,-0.1249,0.9647,0.1753,-0.4724,0.9616,0.6233,0.3139,0.9298,0.5582,0.4298,0.7188,0.2845,0.9502,0.4487,-0.5146,0.6418
4.305490196,113,39.9629195,-86.1176054,110,1,2,1,0,1,1,1,2,1,0,0,1,1,7,75,397,0,0,2,0,1,3,1.230088496,0.353982301,0.778761062,3.95380531,179.5486726,475.619469,93.28318584,274.5221239,29.15929204,12.05309735,1.911504425,0.486725664,0.345132743,0.230088496,22.72566372,134.4336283,24.68141593,24.68141593,11.36283186,6.17699115,239.0884956,352862,700,627,189.973578,6805985,2665156,381548,494460,460615,654637,432464,146226,152000,2619020,354500,469972,439335,626433,407376,132766,131844,1,2,7,41,107,466,3,1,2,3,3,2,3,1,3,3,2,1,3,2,1,2,3,0,0,2,2,1,2,0,0,1,3,1,0,2,0,0,2,3,3,3,0,3,1,1,0,0,2,1,0,3,0,1,0,3,1,0,2,2,0,0,2,3,1,1,1,1,3,1,2,0,3,0,1,3,2,0,0,2,1,3,0,0,2,0.5411,0.6064,-0.8233,0.0153,0.4779,0.1408,-0.5991,0.8294,0.1204,0.8575,-0.2388,-0.7904,-0.9677,0.7351,0.7136,-0.6274,-0.3061,-0.1534,0.9039,-0.8149,-0.3158,0.3711,0.1833,0.9791,0.1437,0.2252,0.8516,-0.5599,-0.1978,0.0491,-0.1496,-0.5927,-0.8284,0.7422,0.4748,0.5216,-0.1402,-0.4987,0.722,-0.6633,-0.3233,-0.3611,-0.0649,-0.8532,-0.8169,-0.5473,0.6082,-0.9703,-0.794,-0.8433,0.2295,0.6553,0.0068,-0.929,0.2769,0.7769,-0.402,0.0086,0.15,0.2984,-0.5235,-0.9256,0.4484,0.9157,0.1339,0.9516,-0.9037,-0.8655,-0.0727,0.9045,0.2216,0.3234,0.9448,-0.2333,-0.1363,-0.5675,-0.2507,0.9387,0.4016,-0.3694,0.5066,0.1138,-0.5807,0.7414,0.0927,-0.2882,0.6311,0.8813,0.5702,0.4431,0.6469,-0.8172,-0.4761,-0.7068,-0.4613,-0.5601,0.9101,-0.5926,0.7438,-0.5628
3.875502008,12,39.68858969,-74.99143487,12,1,2,2,0,0,1,1,2,0,0,0,1,1,7,125,237,2,3,0,0,0,5,0.083333333,0.416666667,0,2.49,74.08333333,30.83333333,10.75,6.75,0.833333333,0,0.166666667,0,0,0,0.25,0.166666667,0.25,0.25,0.083333333,0.083333333,1.25,80473,1330,578,1260.029076,9267130,3364296,365268,438211,407293,708440,612173,357349,532154,3327776,344788,419819,390621,682344,589197,341317,503098,1,2,2,8,25,1587,3,0,2,2,2,3,0,1,1,2,2,3,0,0,2,2,1,0,3,3,3,1,3,2,1,0,0,2,1,3,0,0,2,0,1,0,1,3,0,3,2,3,1,0,1,0,3,2,0,0,3,1,2,3,1,0,3,1,1,2,1,0,0,3,1,0,3,0,0,3,1,2,2,3,0,1,1,2,2,-0.1347,0.9456,0.622,-0.9266,-0.3509,0.0423,0.9491,-0.8108,0.3193,-0.5909,0.9427,0.1099,0.1134,0.6012,-0.3527,-0.48,-0.939,0.7377,-0.8571,0.1727,0.8851,-0.0425,0.8403,-0.7786,0.1653,0.9765,0.147,-0.8618,0.1796,0.8298,-0.9875,0.6099,0.4843,0.48,-0.6476,0.667,-0.0372,0.4935,-0.0293,-0.7711,0.2788,-0.8018,-0.9357,-0.3311,0.9878,-0.86,0.8626,0.4484,0.428,0.4608,-0.577,0.5947,0.5658,0.183,-0.5119,-0.204,-0.8744,-0.9435,-0.5117,-0.8915,0.934,0.0788,-0.5263,0.6631,0.2982,-0.1125,-0.7721,-0.5135,0.1361,-0.3982,0.6504,0.4479,-0.9496,0.6437,0.6015,0.673,-0.4222,-0.9173,-0.255,-0.2892,-0.332,-0.1424,-0.5701,0.764,-0.885,-0.0963,-0.219,-0.7529,0.7206,-0.7038,-0.7897,-0.8603,-0.2476,-0.3858,0.5946,-0.0709,0.9248,-0.2323,0.0626,-0.3325
3.962352941,17,39.91617554,-75.38765464,14,2,1,2,0,0,1,1,1,1,0,0,1,1,7,168,68,0,0,0,0,1,1,0.882352941,0.117647059,0.235294118,3.803529412,1045.058824,4148.647059,1127.470588,2331.529412,100.8823529,62.64705882,10.17647059,7.058823529,3.117647059,5.352941176,64.64705882,111.7058824,95.47058824,95.47058824,38.82352941,31.29411765,525.7647059,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,10,15,33,117,2081,3,1,3,3,1,1,1,2,3,1,1,1,2,1,2,1,1,0,2,0,2,0,3,3,1,1,3,0,1,2,0,3,3,3,1,1,1,3,3,3,3,2,0,2,2,2,2,3,1,2,1,1,1,2,1,0,3,3,1,2,2,3,0,0,1,1,2,0,3,2,1,1,0,1,1,1,0,2,1,0.807,-0.5615,-0.5848,0.5442,0.9689,0.3171,0.2798,0.2627,-0.8505,0.2094,0.4523,-0.6666,-0.3548,-0.5228,-0.2171,-0.0939,0.2678,0.7111,0.276,-0.3376,0.8643,0.8222,-0.1589,0.2116,-0.1795,-0.2669,-0.0393,0.5623,0.3155,0.8344,0.9533,0.9034,-0.0604,0.4097,-0.8788,-0.351,-0.2854,-0.6696,0.6699,-0.3414,0.1898,-0.4509,-0.9554,-0.2763,0.0983,-0.3296,-0.9749,0.879,-0.5373,-0.8133,-0.8791,-0.5023,-0.7783,-0.2181,0.6115,0.9666,0.8356,-0.8843,-0.2916,0.0519,0.266,0.4719,-0.0483,0.8615,-0.823,-0.447,0.9335,-0.682,-0.7527,-0.168,0.0013,-0.5907,0.4034,-0.1407,-0.2654,0.5318,-0.7358,0.207,-0.8274,-0.0666,0.3267,0.5184,-0.1793,0.5366,-0.0008,0.4654,-0.0259,-0.9747,0.6279,-0.9406,-0.1356,0.118,-0.464,0.9151,-0.8204,0.7376,0.7379,-0.1086,0.6214,0.9425
3.090909091,11,30.005085,-90.108945,11,2,2,2,1,0,0,0,1,2,0,0,1,1,6,70,0,0,0,0,0,0,0,1.545454545,0.181818182,0.545454545,3.774545455,94.81818182,411.4545455,119.0909091,192,10.63636364,22.45454545,8,1.818181818,0.636363636,0.545454545,30.90909091,68.18181818,58.72727273,58.72727273,21.72727273,11,282.7272727,2627081,11173,13470,107.0103595,4624047,1782503,371106,358349,280570,362797,245540,108792,102813,1743235,342506,338513,263074,342361,225728,96312,87277,1,3,3,82,376,471,1,3,2,1,1,2,2,2,2,3,0,1,3,0,3,3,3,3,1,3,0,1,2,1,3,2,1,3,0,0,3,2,0,3,3,2,3,3,3,3,2,3,2,1,1,3,3,3,3,1,1,0,1,1,2,0,2,2,2,3,0,3,2,3,0,1,0,2,2,1,2,0,0,3,1,2,0,2,2,0.3341,0.4278,0.9059,0.9888,0.9556,-0.622,-0.7772,0.4651,0.2852,-0.895,-0.0317,0.3915,-0.5399,0.6582,-0.8948,-0.7742,-0.1249,0.6251,0.198,0.0376,-0.8509,-0.0434,0.9475,0.5678,0.4326,-0.2492,-0.2428,-0.546,-0.5966,0.2223,0.4394,-0.2664,-0.4428,0.0966,-0.166,-0.9352,0.5608,-0.804,-0.8388,0.9278,0.7204,-0.5802,0.2696,0.7602,0.5314,0.4364,-0.2871,-0.1025,-0.1254,-0.5541,0.7627,0.1217,-0.4007,0.9567,-0.6405,-0.9319,-0.7703,-0.4472,0.4573,0.4387,0.3193,-0.3586,-0.5899,-0.0037,-0.4198,0.4441,0.7498,0.6007,-0.5533,-0.6253,-0.9768,-0.7393,-0.2468,-0.1688,-0.6866,0.8838,0.1508,0.2778,-0.7528,-0.1174,0.2278,0.6553,0.4262,-0.5659,-0.9279,0.9011,-0.4016,-0.7978,-0.0705,-0.0704,0.1212,0.8916,-0.8225,-0.1419,0.0569,0.6198,-0.2084,0.5546,0.1147,-0.6233
3.580533854,48,27.94517183,-82.51989037,47,1,1,0,0,0,1,1,1,1,0,0,1,1,7,148,3024,0,0,0,0,0,0,0.729166667,0.229166667,0.1875,3.273333333,92.625,232.625,78.70833333,153.2708333,10.625,19.08333333,1.416666667,0.416666667,0.541666667,0.083333333,12.91666667,32.79166667,24.52083333,24.52083333,7.25,15.41666667,138.9583333,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,0,1,8,101,249,1090,1,1,3,0,0,1,0,0,0,0,2,2,2,1,1,3,3,0,2,2,0,0,3,2,0,3,1,0,0,1,1,0,2,0,2,3,2,1,0,2,2,0,2,0,0,2,0,1,1,3,3,1,2,3,3,3,2,0,1,0,2,3,0,1,3,2,1,3,1,0,3,2,1,0,2,0,1,0,1,-0.2309,-0.9879,0.0791,0.6703,0.4418,0.101,-0.9941,-0.9957,0.8081,-0.0107,0.5091,-0.7864,-0.0447,0.6265,0.8967,0.7534,-0.0928,0.3789,-0.0517,-0.8796,-0.3441,-0.9159,-0.0931,-0.2478,-0.1871,-0.3203,-0.9666,-0.3326,-0.8829,-0.9235,0.8203,0.2791,0.0306,-0.2971,-0.4658,0.1073,0.1419,0.8644,0.7405,0.4,0.7925,0.6046,-0.7829,-0.3348,0.1817,0.6732,-0.7871,0.4882,0.6006,0.771,0.674,0.321,-0.7869,-0.8275,-0.1986,-0.3049,0.6541,0.5302,-0.203,0.8832,0.613,0.5617,0.172,-0.8134,0.2464,0.5538,-0.9436,0.2603,-0.5462,-0.7368,-0.6013,-0.5588,0.9854,-0.7335,0.9148,-0.664,-0.522,0.0168,0.9309,-0.1333,0.2861,0.799,0.0826,-0.6182,-0.6697,0.7359,-0.4698,0.2352,0.7913,0.1211,0.0968,-0.065,0.3703,-0.5737,0.1853,-0.2698,-0.1405,-0.0112,0.2638,0.5548
4.241358025,5,39.99074719,-75.6157754,5,2,1,2,2,0,0,1,2,0,0,0,1,1,7,168,157,0,0,0,0,0,0,0.4,0,0.4,2.948,162.6,155.2,32.2,68.8,2,0.2,0,0,0,0,2.6,0.8,1.8,1.8,1.6,0.2,9,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,0,0,27,50,1743,3,0,2,2,3,3,0,0,1,2,2,2,1,2,3,2,0,1,3,0,2,2,2,2,0,1,2,1,0,1,0,1,0,0,2,0,1,0,1,2,3,0,2,3,1,0,1,1,2,0,0,2,3,1,0,3,3,1,1,3,3,2,2,2,3,3,0,1,3,0,3,0,1,3,1,0,1,3,1,-0.6506,-0.1757,-0.3565,-0.488,0.0058,0.7112,0.8509,0.7965,-0.8893,0.3126,0.3727,-0.917,-0.7221,-0.6158,-0.6858,0.6331,-0.3745,0.1034,-0.1457,0.7299,0.3472,-0.4763,-0.2778,0.1367,-0.8389,-0.4127,0.5464,-0.0843,-0.3536,-0.9309,-0.875,0.7909,-0.1428,0.7326,-0.4038,-0.0913,0.5776,-0.9138,0.1865,-0.6886,0.4063,-0.3144,0.8877,-0.645,-0.7349,-0.5177,0.3371,-0.1391,0.8415,0.2564,-0.1012,0.3215,-0.5911,0.4276,0.0428,-0.7122,-0.9135,-0.453,-0.2928,0.8796,0.3893,-0.0204,-0.5465,-0.7677,-0.653,-0.5806,-0.5217,0.5767,0.5791,-0.528,-0.3407,0.5328,-0.828,-0.5967,0.6436,0.0331,-0.6602,0.7684,0.7964,0.0713,-0.1161,-0.2245,-0.8783,0.0711,0.7535,0.8151,0.4756,0.0082,-0.3712,-0.8473,-0.088,0.724,0.7066,0.9561,0.3351,-0.0729,0.0112,0.5415,0.6,-0.3913
2.987179487,14,39.63850274,-119.7128691,12,1,2,0,2,1,1,1,2,1,0,0,1,1,7,168,25,0,0,0,0,0,0,0.714285714,0.428571429,0.857142857,2.807857143,104.7142857,567.2142857,156.2857143,410.8571429,11.78571429,22.57142857,1.928571429,2.5,0.285714286,0.357142857,18.57142857,66.35714286,50.07142857,50.07142857,14.57142857,12.14285714,239.4285714,1162375,2482,6884,28.61806209,3143991,1184376,159171,213041,191847,284554,196213,84268,90278,1163372,145267,198057,178883,267290,183525,75880,79474,0,3,3,5,22,267,1,1,3,0,3,1,1,3,3,3,3,3,1,2,2,2,3,2,2,0,1,3,2,3,1,0,2,2,2,1,3,0,1,0,2,0,0,1,2,3,2,2,2,2,1,2,1,2,2,0,1,2,1,1,3,2,2,1,1,0,0,1,3,2,0,2,3,2,3,1,0,0,0,0,3,1,3,2,3,0.7385,0.8346,-0.1857,-0.0645,0.7637,-0.7005,0.6285,0.8097,-0.099,0.2446,0.8969,-0.1066,-0.7079,0.2779,0.171,-0.1873,0.4375,-0.4703,0.4712,-0.5228,0.3589,-0.335,0.9257,0.3953,0.1281,-0.5113,-0.7548,-0.9462,-0.0534,-0.0096,0.7908,0.0767,-0.7763,0.9672,0.6556,0.2879,-0.02,0.4378,-0.5266,0.4451,0.7922,-0.5489,0.7882,-0.3559,0.0444,-0.466,-0.6235,-0.7081,0.1297,-0.7886,0.7096,0.2957,0.4773,0.4885,-0.7106,0.2147,-0.3573,-0.706,-0.6315,0.8335,-0.5577,0.0773,0.7046,-0.2873,-0.1055,0.5568,-0.9226,-0.4739,0.4925,-0.9238,-0.5176,0.0395,0.0837,-0.4248,0.9773,-0.5033,-0.9601,0.5498,0.7795,-0.1244,0.8268,-0.3121,0.4786,0.584,-0.7979,-0.2477,-0.332,-0.3305,-0.7273,0.862,0.4244,-0.9501,-0.6564,-0.5714,0.0259,-0.2331,0.5122,0.5121,0.3035,0.5399
4.402877698,39,40.00551004,-75.2606925,39,1,2,1,1,1,1,0,1,1,0,0,1,1,7,74,100,0,1,0,0,0,1,1.615384615,0.512820513,0.743589744,4.06,74.12820513,207.6666667,53.48717949,117.1538462,4.717948718,1.641025641,0.692307692,0.153846154,0.051282051,0,3.384615385,3.41025641,7.358974359,7.358974359,2.820512821,2.128205128,29,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,1,1,4,91,493,2219,1,0,3,2,2,1,0,2,0,0,2,3,1,3,0,2,0,2,3,3,2,0,0,1,0,1,3,3,1,1,3,1,1,1,1,3,3,2,2,1,0,3,1,1,3,1,1,0,1,3,0,1,2,0,2,3,0,1,1,2,2,2,3,3,1,1,2,0,1,1,0,3,3,2,0,3,3,1,3,-0.1025,-0.2915,0.5201,0.2019,-0.9934,0.304,-0.4514,0.9324,-0.4108,0.6435,0.4216,0.1797,-0.0538,0.3987,-0.6804,0.278,-0.0625,0.4246,-0.8423,0.7815,-0.5635,0.2634,-0.3403,-0.5669,-0.9207,-0.1785,0.0017,-0.149,0.8615,0.4768,0.6654,0.8549,-0.9328,-0.5365,0.436,-0.676,-0.1607,-0.8032,-0.1829,-0.446,-0.3256,0.4706,0.09,0.0531,-0.7212,0.8243,-0.1057,-0.1396,0.4995,-0.1621,-0.0561,-0.6937,0.5783,-0.1299,-0.4111,-0.7546,-0.2816,-0.7848,-0.2416,0.6216,0.8805,-0.6501,0.1,-0.3236,0.4401,-0.3766,0.7402,0.278,-0.487,-0.8444,0.1286,0.4578,0.1138,-0.3784,-0.9827,0.7668,0.6594,0.5416,0.1793,-0.7589,-0.336,0.0679,-0.2168,-0.5997,-0.4425,0.2179,0.5226,0.9538,0.7197,0.8623,0.2207,0.5264,0.246,-0.5895,-0.4466,-0.2313,0.6338,-0.9329,0.1734,0.413
3.436308927,49,32.30947143,-110.8921464,42,1,1,2,1,0,0,1,1,1,0,0,1,1,7,128,948,0,0,0,0,0,0,0.306122449,0.163265306,0.204081633,3.352040816,132.4285714,295.4285714,91.57142857,203.4489796,4.653061224,3.428571429,0.632653061,0.346938776,0.102040816,0.020408163,8.306122449,10.02040816,10.40816327,10.40816327,4.612244898,2.469387755,50.75510204,676418,6810,574,64.0221138,7276316,2793213,368930,478501,472903,676077,432574,197505,216069,2755041,343770,458117,455827,653201,412490,184293,197997,0,2,2,16,129,350,2,2,0,2,3,1,1,1,0,2,3,2,1,3,3,2,2,2,2,1,2,0,3,3,1,0,2,1,1,2,1,1,1,2,3,1,2,2,0,3,1,1,1,0,2,1,0,3,3,1,2,2,3,1,0,2,3,3,1,2,3,0,0,1,0,2,2,3,3,0,1,3,3,0,0,2,0,1,0,-0.083,0.8965,0.1604,-0.47,0.5257,0.142,-0.4206,0.8701,0.1447,0.4399,-0.9979,0.4962,-0.9723,-0.4547,-0.0228,-0.1974,-0.8723,-0.4653,-0.6142,-0.8192,-0.4002,0.6096,0.08,0.5452,-0.4272,0.3214,0.8198,0.9548,0.9777,-0.81,-0.4669,-0.5972,-0.4216,0.9514,-0.9689,-0.4271,-0.0698,-0.5761,0.754,0.5023,0.1332,-0.7978,-0.1353,0.5014,-0.2112,-0.6826,0.6231,-0.8298,-0.2433,-0.2788,-0.9269,-0.9993,0.1992,0.7838,-0.0786,-0.0326,0.8443,0.5364,0.965,-0.7467,-0.0468,-0.4481,-0.5073,0.4364,-0.7953,0.1299,-0.7885,0.1314,-0.6921,0.153,0.7513,0.923,-0.6769,0.1346,-0.4239,0.6913,0.865,-0.3832,0.6538,-0.5098,0.8699,0.2638,0.0879,-0.8575,0.3424,0.1947,0.2903,-0.4845,-0.2115,0.4044,0.2997,-0.5554,0.3208,0.0412,0.9296,-0.286,-0.8309,-0.0174,0.8322,-0.9982
